filename,women-related target,harm_type,harm_category,rationale
img00219.jpg,woman,Explicit-Harm,Sexual-Harassment,The meme uses offensive language ('bitches') to degrade women and suggests a violent action towards them.
img00220.png,woman,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00221.jpg,woman's appearance,Non-Harmful,NULL,"The image uses a visual of a woman being physically assaulted as part of a humorous scenario, which is not directly related to the woman's appearance."
img00222.png,woman wearing a crown,Non-Harmful,NULL,"The image depicts a child wearing a crown, which is a playful and non-harmful representation."
img00223.png,woman contestant,Non-Harmful,NULL,"The meme uses a beauty contest scenario to discuss marriage, which is a neutral topic."
img00224.jpg,woman barista,Non-Harmful,NULL,The meme does not target the woman barista for abuse or harassment.
img00225.jpg,Muslim woman,Non-Harmful,NULL,The meme discusses different perspectives on trans women but does not explicitly harm or degrade the Muslim woman.
img00226.jpg,android girl,Non-Harmful,NULL,The image depicts an android character in a humorous context without any harmful implications.
img00227.jpg,woman,Non-Harmful,NULL,The conversation does not directly target or harm a woman.
img00228.jpg,woman in revealing outfit,Implicit-Harm,Sexual-Harassment,"The meme uses a derogatory label to degrade the woman's mental stability, which can be interpreted as sexual harassment."
img00229.jpg,woman in scrubs,Non-Harmful,NULL,The meme uses a neutral scenario to express a personal conflict without targeting women for abuse or degradation.
img00230.jpg,woman in the crowd,Non-Harmful,NULL,"The image is a humorous meme about a concert tour, which does not target women for abuse or harassment."
img00231.jpg,female role,Non-Harmful,NULL,The comic does not target women for abuse or harassment.
img00232.jpg,women's emotional responses,Implicit-Harm,Sexual-Harassment,"The meme implies that women are more emotional than men, which can be seen as a form of sexual harassment."
img00233.jpg,pregnant woman,Non-Harmful,NULL,The meme uses a humorous scenario to address a common social issue without targeting the pregnant woman personally.
img00234.jpg,woman in OnlyFans profile,Non-Harmful,NULL,"The meme uses a cartoon character to represent Reddit users reacting to a suggestive video, which is a neutral scenario."
img00235.jpg,trans women,Explicit-Harm,Misogyny,The meme uses derogatory language to degrade trans women and compare them unfavorably to cis women.
img00236.png,female friendship,Non-Harmful,NULL,"The meme discusses the possibility of being friends with someone, which is a neutral social interaction."
img00237.jpg,women at a nightclub,Implicit-Harm,Sexual-Harassment,"The meme implies that women are responsible for buying their own drinks, which is a form of sexual harassment."
img00238.jpg,woman driver,Non-Harmful,NULL,The meme uses a humorous situation to make light of a common driving scenario without targeting women for abuse or degradation.
img00239.jpg,woman depicted in classical painting,Explicit-Harm,Sexual-Harassment,The meme uses a classical painting to reinforce a harmful stereotype about women's purity and men's sexual experiences.
img00240.jpg,woman sleeping,Implicit-Harm,Sexual-Harassment,The meme perpetuates a harmful stereotype about women's motivations in relationships.
img00241.jpg,woman in regal attire,Non-Harmful,NULL,"The image uses a historical scene to humorously depict a knight seeking advice from a woman, which is a common trope but does not target women for abuse or harassment."
img00242.jpg,celebrity's appearance,Non-Harmful,NULL,The meme uses a 'Yo Mama' joke to make a humorous comment about celebrities' body positivity.
img00243.jpg,women,Non-Harmful,NULL,"The image uses a map to divide regions into 'Men', 'Women', and 'Buffer zone' without targeting women for abuse or harassment."
img00244.jpg,woman archaeologist,Non-Harmful,NULL,The meme uses a stereotype about women being good at digging to make a joke about archaeologists.
img00245.png,woman,Implicit-Harm,Sexual-Harassment,The meme uses a derogatory statement about women's preferences to mock and degrade them.
img00246.png,female attention,Implicit-Harm,Sexual-Harassment,"The meme uses derogatory language to describe men seeking female attention, implying a negative stereotype about their motivations."
img00247.jpg,woman wearing an Antifa shirt,Non-Harmful,NULL,The image does not target women for abuse or harassment.
img00248.jpg,woman,Explicit-Harm,Sexual-Harassment,"The meme uses derogatory language ('bitchen') to advise men on how to control their partners, which is a form of sexual harassment."
img00249.png,woman's appearance,Non-Harmful,NULL,The meme promotes a positive message about body hair without any negative connotations.
img00250.jpg,single mom,Non-Harmful,NULL,The tweet does not target women for abuse or harassment.
img00251.jpg,woman,Non-Harmful,NULL,The meme uses a visual metaphor to humorously depict a common scenario without targeting the woman for abuse or harassment.
img00252.jpg,woman smoking,Non-Harmful,NULL,The meme uses a humorous observation about the cold room to avoid directly targeting the woman's smoking.
img00253.png,women protesters,Non-Harmful,NULL,"The image shows a protest with signs advocating for men as primary victims of rape, which is a political statement and not harmful to women."
img00254.jpg,single mother,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00255.jpg,woman in the pool,Non-Harmful,NULL,The image uses a humorous comparison without targeting women for abuse or harassment.
img00256.png,woman,Explicit-Harm,Sexual-Harassment,"The meme uses a sexualized threat against a woman, which is an example of sexual harassment."
img00257.jpg,woman,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00258.png,female employee,Explicit-Harm,Sexual-Harassment,"The meme depicts a boss making a sexually inappropriate joke to a female employee, which constitutes explicit sexual harassment."
img00259.jpg,woman's appearance,Non-Harmful,NULL,"The image shows a newspaper article with a highlighted text box, but there is no content or context suggesting harm towards women."
img00260.jpg,woman,Non-Harmful,NULL,"The image uses a humorous comparison between mothers teaching daughters about puberty and fathers teaching sons, but it does not target women for abuse or harassment."
img00261.png,female rappers,Non-Harmful,NULL,"The image humorously depicts female rappers struggling to write songs without inappropriate words, which is a common challenge but not harmful."
img00262.jpg,woman's appearance,Explicit-Harm,Appearance-Attack,"The meme uses derogatory language to label one woman as 'NOT REAL WOMAN', attacking her appearance and identity."
img00263.jpg,woman,Non-Harmful,NULL,The meme uses a humorous reference to a character from 'The Lord of the Rings' without targeting women for abuse or degradation.
img00264.png,woman golfer,Non-Harmful,NULL,"The image depicts a humorous scenario involving a dog playing golf, which does not target women for abuse or harassment."
img00265.jpg,woman on the island,Non-Harmful,NULL,The image depicts a humorous scenario without any explicit or implicit harm towards women.
img00266.jpg,women in yoga class,Implicit-Harm,Sexual-Harassment,"The meme uses a suggestive posture to imply a difference between married and dating women, which can be seen as objectifying."
img00267.jpg,Marge Simpson,Non-Harmful,NULL,The meme uses a humorous comparison between the front and back of Christmas presents without targeting Marge for abuse or harassment.
img00268.jpg,woman being interviewed,Non-Harmful,NULL,"The image shows a woman being interviewed, which is a neutral depiction without any harmful connotations."
img00269.jpg,woman in the pool,Non-Harmful,NULL,"The image uses a meme format to contrast 'Manic Pixie Dream Girls' and 'Society', but it does not target women for abuse or harassment."
img00270.jpg,woman's appearance,Implicit-Harm,Appearance-Attack,"The meme questions whether women naturally have glitter on their cheeks, implying a negative stereotype about women's natural appearance."
img00271.png,woman's appearance,Non-Harmful,NULL,"The meme compares Sabrina Carpenter's appearance with and without makeup, which is a common form of aesthetic criticism."
img00272.jpg,female character,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00273.jpg,woman,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00274.jpg,woman at work,Implicit-Harm,Sexual-Harassment,"The meme implies a sexualized dynamic between the woman and the person asking about her stress, which can be seen as inappropriate."
img00275.jpg,woman,Non-Harmful,NULL,The meme uses a neutral example to discuss societal issues without targeting women for abuse or harassment.
img00276.jpg,woman as mechanic,Implicit-Harm,Sexual-Harassment,"The meme implies that women lack the physical strength to work as mechanics, which is a form of sexual harassment."
img00277.jpg,trans women,Explicit-Harm,Sexual-Harassment,The meme uses derogatory language and stereotypes to degrade trans women.
img00278.png,woman,Non-Harmful,NULL,"The image is a meme referencing dark romance novels, which is a genre that often involves exaggerated romantic scenarios, but it does not explicitly harm or degrade women."
img00279.jpg,woman performing acrobatics,Non-Harmful,NULL,The image depicts a physical activity without any negative connotations towards the woman.
img00280.jpg,female characters,Non-Harmful,NULL,"The image showcases various book covers and character illustrations, which do not target women for abuse or harassment."
img00281.png,woman expressing frustration,Non-Harmful,NULL,The meme uses a relatable scenario to express frustration without targeting women for abuse or degradation.
img00282.png,women,Implicit-Harm,Sexual-Harassment,"The meme portrays women as closed off and suspicious towards men, which can be interpreted as sexual harassment."
img00283.png,woman electrical worker,Implicit-Harm,Sexual-Harassment,"The meme uses a sexualized joke about a woman electrical worker, which could be seen as objectifying her."
img00284.jpg,female role,Non-Harmful,NULL,"The image shows various items laid out on a table, but there is no content targeting women for abuse or harassment."
img00285.jpg,woman's appearance,Non-Harmful,NULL,The image contains political content but does not target women for abuse or harassment.
img00286.jpg,women celebrating house purchase,Non-Harmful,NULL,The image celebrates a positive life event without targeting women for abuse or degradation.
img00287.png,woman in houndstooth dress,Non-Harmful,NULL,"The meme is a positive statement about women's beauty and rights, not targeting them for abuse or degradation."
img00288.png,woman holding a baby,Explicit-Harm,Appearance-Attack,"The meme uses a derogatory term to describe the baby, which is harmful to the mother."
img00289.png,young ladies,Explicit-Harm,Sexual-Harassment,The meme includes lyrics from a song that objectifies young women and promotes a harmful stereotype about their age.
img00290.jpg,woman in a blue dress,Explicit-Harm,Sexual-Harassment,"The meme uses derogatory language to describe women as 'perverted' and places them in a vulnerable position, which is harmful."
img00291.jpg,woman in the background,Non-Harmful,NULL,The image does not directly target or harm any women.
img00292.jpg,woman,Implicit-Harm,Appearance-Attack,"The meme criticizes women for their body size, which can lead to body shaming."
img00293.jpg,female characters,Non-Harmful,NULL,"The image features two women in separate panels, but there is no indication of harm or negative portrayal towards them."
img00294.jpg,woman struggling,Non-Harmful,NULL,"The meme uses a metaphorical drowning scenario to humorously critique the idea of 'mansplaining', but it does not target women for abuse or harassment."
img00295.jpg,woman,Non-Harmful,NULL,"The meme uses a character from 'Glee' to make a humorous statement about self-knowledge, which is not directed at women."
img00296.jpg,woman,Non-Harmful,NULL,The image does not target women for abuse or harassment.
img00297.jpg,weather girl,Implicit-Harm,Sexual-Harassment,"The meme implies that dating a weather girl is desirable because she is often wrong about the weather, which is a form of sexual harassment."
img00298.jpg,Cinderella,Non-Harmful,NULL,The meme uses Cinderella as a metaphor without directly targeting her for harm.
img00299.jpg,woman with alopecia,Non-Harmful,NULL,The image celebrates a supportive act without targeting the woman for any form of harm.
img00300.jpg,female characters,Non-Harmful,NULL,"The image shows male characters from different video games, but there are no women depicted."
img00301.jpg,woman serving food,Non-Harmful,NULL,The image uses a historical context to discuss women's roles but does not explicitly harm or degrade women.
img00302.jpg,woman wearing a dress made of dollar bills,Non-Harmful,NULL,The image depicts a family dressed creatively but does not target women for abuse or harassment.
img00303.jpg,female character,Non-Harmful,NULL,The image contains positive statements about women without any negative connotations.
img00304.png,woman,Non-Harmful,NULL,The meme uses a humorous scenario to discuss marriage issues without targeting women for abuse or degradation.
img00305.png,female characters,Non-Harmful,NULL,"The image is a humorous bingo card depicting various behaviors in relationships, which do not target women for abuse or harassment."
img00306.jpg,feminist,Non-Harmful,NULL,"The image uses a feminist character to call for an end to violence against women, which is a valid social message."
img00307.png,woman's expectations in relationships,Implicit-Harm,Misogyny,"The meme compares women's expectations to fast food, suggesting they are not as valuable as burgers."
img00308.jpg,female character from Disney Jr.,Non-Harmful,NULL,The meme uses a popular Disney Jr. character to highlight a humorous debate about the first death in Disney Jr. content.
img00309.png,woman,Non-Harmful,NULL,The image uses a humorous context without targeting women for abuse or degradation.
img00310.png,women,Implicit-Harm,Misogyny,"The meme uses derogatory labels to describe 'incels', which perpetuates negative stereotypes about men."
img00311.jpg,woman being yelled at,Explicit-Harm,Sexual-Harassment,"The woman is being verbally abused and shouted at, indicating a form of sexual harassment."
img00312.jpg,woman with pink hair,Explicit-Harm,Sexual-Harassment,"The dialogue suggests a marriage arrangement based on physical characteristics, which is a form of sexual harassment."
img00313.png,female character,Non-Harmful,NULL,The meme humorously depicts a common gaming scenario without targeting women for abuse.
img00314.jpg,women in uniform,Non-Harmful,NULL,The tweet expresses gratitude towards women in uniform without any negative connotations.
img00315.png,woman,Non-Harmful,NULL,The image uses a humorous context without targeting women for abuse or degradation.
img00316.png,woman's appearance,Implicit-Harm,Sexual-Harassment,"The image uses a suggestive pose to comment on women's eating habits, which can be seen as objectifying."
img00317.jpg,man holding note,Non-Harmful,NULL,"The image shows a man holding a note, but there is no indication of harm towards women."
img00318.png,woman,Non-Harmful,NULL,The image contains no direct references to women or gender-based harm.
img00319.jpg,woman sniffing out,Implicit-Harm,Sexual-Harassment,"The meme implies that women are overly concerned about men's mental health and potential violence, which can be seen as degrading."
img00320.png,woman monkey,Non-Harmful,NULL,The meme uses a non-sexist context to discuss relationships between animals.
img00321.png,woman in the background,Non-Harmful,NULL,"The image depicts a scene from a video game where characters are engaged in a discussion, but there is no direct interaction or harm towards a woman."
img00322.png,woman,Implicit-Harm,Sexual-Harassment,"The meme uses derogatory language to describe women as 'pseudofeminists' who hate men, which is a form of sexual harassment."
img00323.jpg,girls with daddy issues,Implicit-Harm,Sexual-Harassment,"The meme uses a derogatory term 'daddy issues' to describe girls, which can be seen as degrading."
img00324.jpg,elf-like character,Non-Harmful,NULL,The image depicts a fantasy setting without any explicit or implicit harm towards the characters.
img00325.png,woman breastfeeding,Non-Harmful,NULL,The meme uses a humorous and relatable scenario to discuss breastfeeding without targeting women negatively.
img00326.png,woman,Explicit-Harm,Sexual-Harassment,"The meme depicts a scenario where a man suggests putting duct tape over a woman's mouth as part of a fantasy, which is a form of sexual harassment."
img00327.png,woman,Non-Harmful,NULL,"The meme uses SpongeBob to discuss sexual trauma and consensual sex, which is a neutral topic."
img00328.jpg,female characters,Implicit-Harm,Sexual-Harassment,"The image depicts women being objectified and reduced to stereotypes, such as 'must have body count' and 'pegging experience', which is a form of sexual harassment."
img00329.jpg,female character,Non-Harmful,NULL,The image compares customization options for a male and female character without any negative connotations towards the female character.
img00330.jpg,woman carrying wood,Non-Harmful,NULL,The image depicts a woman engaged in a common rural activity without any negative connotations.
img00331.jpg,female robots,Non-Harmful,NULL,The image features two robot figures without any depiction of harm towards women.
img00332.jpg,woman pointing,Non-Harmful,NULL,The meme uses a cat to humorously comment on the woman's actions without targeting her for abuse.
img00333.png,woman's appearance,Non-Harmful,NULL,"The image shows a woman in a fitness context, which is neutral and does not target women for abuse or harassment."
img00334.jpg,single mother,Non-Harmful,NULL,The meme uses a humorous scenario to highlight the financial burden on banks rather than targeting women.
img00335.jpg,woman,Non-Harmful,NULL,The image contains a tweet discussing a moderator's actions but does not depict any explicit or implicit harm towards women.
img00336.png,woman on Tinder,Non-Harmful,NULL,"The meme humorously depicts a scenario where a person's expectations are dashed upon meeting someone they find attractive but who has an undesirable trait, which is a common theme in internet humor."
img00337.jpg,woman,Non-Harmful,NULL,The meme uses a humorous statement about financial responsibility without targeting women for abuse or degradation.
img00338.png,woman as homemaking slave,Implicit-Harm,Misogyny,"The meme uses a derogatory term 'homemaking slave' to degrade the woman's role, promoting a negative stereotype."
img00339.jpg,woman in scrubs,Non-Harmful,NULL,The meme uses a neutral scenario to make a humorous point about ignoring someone.
img00340.jpg,bride,Non-Harmful,NULL,The image depicts a wedding scene without any negative connotations towards the bride.
img00341.png,female astronaut,Non-Harmful,NULL,The image depicts a woman in an astronaut suit without any negative connotations or stereotypes.
img00342.jpg,princess,Non-Harmful,NULL,"The image contrasts a stereotypical prince rescuing a princess with Hanako locking her inside a tower, but it does not target women for abuse or harassment."
img00343.jpg,woman being attacked,Explicit-Harm,Violence,"The image depicts a woman being physically assaulted by Batman, which is an explicit form of violence."
img00344.png,women's place,Implicit-Harm,Sexual-Harassment,"The meme suggests a restrictive view of women's roles, implying they should stay in certain areas."
img00345.jpg,woman,Non-Harmful,NULL,The meme uses a humorous scenario to highlight a common online dating myth without targeting the woman for abuse.
img00346.png,woman's relationship,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00347.jpg,woman sitting on the ground,Explicit-Harm,Sexual-Harassment,"The meme depicts a woman being objectified and reduced to a sexualized object, which is harmful."
img00348.jpg,woman cheating,Implicit-Harm,Sexual-Harassment,"The meme portrays women who cheat as being excused more easily than men, which can lead to implicit sexual harassment."
img00349.png,female characters,Non-Harmful,NULL,"The image features cute anime-style characters and heart symbols, which are typically used to express affection and are not harmful."
img00350.jpg,women's expectations,Explicit-Harm,Sexual-Harassment,The meme uses offensive language and stereotypes to criticize women's expectations.
img00351.jpg,women charged with pregnancy-related crimes,Non-Harmful,NULL,The meme discusses statistics about women being charged with pregnancy-related crimes without any harmful intent.
img00352.jpg,woman in hijab,Explicit-Harm,Sexual-Harassment,"The meme promotes harmful stereotypes about women's roles and behavior, suggesting that women should be submissive and housewives."
img00353.jpg,women's rights,Non-Harmful,NULL,The meme discusses the varying rights of men and women across states without targeting women for abuse or harassment.
img00354.png,woman in hoodie,Non-Harmful,NULL,The image contains a meme about IQ distribution but does not target women for abuse or harassment.
img00355.png,fat woman,Explicit-Harm,Misogyny,"The meme uses offensive language to degrade the fat woman, equating her size to a car lacking fuel."
img00356.jpg,woman,Non-Harmful,NULL,The meme uses a humorous scenario involving a warehouse of candles to depict a common mishap without targeting women for abuse or harassment.
img00357.jpg,woman's appearance,Implicit-Harm,Appearance-Attack,The meme criticizes women based on their body shape and clothing choices.
img00358.jpg,woman's appearance,Non-Harmful,NULL,The meme uses a neutral scenario to discuss personal choices without targeting women for abuse.
img00359.png,female role,Non-Harmful,NULL,The image focuses on economic and societal issues without targeting women specifically.
img00360.jpg,female relationship,Non-Harmful,NULL,The meme uses a common trope about relationships but does not target women for abuse or harassment.
img00361.jpg,cis girls,Non-Harmful,NULL,The meme uses gender labels as descriptors without implying harm.
img00362.jpg,suicidal women,Implicit-Harm,Misogyny,"The meme implies that suicidal women are more frequent than men, which perpetuates a harmful stereotype about women's mental health."
img00363.png,woman's appearance,Non-Harmful,NULL,"The image shows a comparison of a woman's makeup on and off, which is a neutral presentation of her appearance."
img00364.jpg,woman,Non-Harmful,NULL,The image depicts a humorous scenario without targeting women for abuse or harassment.
img00365.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a neutral discussion about beard preferences to highlight male reactions, which is not harmful."
img00366.png,Barbie doll,Implicit-Harm,Appearance-Attack,"The meme criticizes Barbie dolls for being fat, which perpetuates unrealistic beauty standards."
img00367.jpg,woman's appearance,Explicit-Harm,Appearance-Attack,"The meme criticizes women's bodies, focusing on physical imperfections like tummy rolls and stretch marks."
img00368.jpg,woman being humiliated,Explicit-Harm,Sexual-Harassment,"The image depicts a woman being subjected to degrading and violent acts, which constitutes explicit sexual harassment."
img00369.png,Wonder Woman,Non-Harmful,NULL,The meme uses a humorous comparison to highlight a generational shift in superhero representation without targeting women negatively.
img00370.png,woman's appearance,Non-Harmful,NULL,"The meme compares natural skin tone to makeup, which is a neutral observation."
img00371.jpg,woman's appearance,Non-Harmful,NULL,The meme uses a 'Bad Luck Brian' character to humorously depict a situation without targeting women for abuse or harassment.
img00372.jpg,woman,Explicit-Harm,Sexual-Harassment,"The meme uses a derogatory term 'gold digger' to describe a woman, which is a form of sexual harassment."
img00373.jpg,woman writer,Non-Harmful,NULL,"The image depicts a woman writer in a humorous but non-harmful way, emphasizing her dedication to writing."
img00374.png,female characters,Non-Harmful,NULL,"The image uses MBTI types to categorize characters, which is a neutral representation."
img00375.jpg,woman in labor,Implicit-Harm,Misogyny,"The meme uses a degrading term 'ugly ass baby' to criticize the mother, which is a form of implicit harm."
img00376.png,woman,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00377.png,pregnant woman,Non-Harmful,NULL,The image depicts a humorous scenario without targeting women for abuse or harassment.
img00378.jpg,female presence,Non-Harmful,NULL,The image focuses on men and their situation without targeting women.
img00379.png,woman living with parents,Implicit-Harm,Misogyny,"The meme portrays the woman as dependent on her parents, which can be seen as a form of criticism or judgment."
img00380.png,trans women,Explicit-Harm,Sexual-Harassment,The meme contains explicit sexual content targeting trans women.
img00381.jpg,woman on the left,Non-Harmful,NULL,"The image compares natural femininity to an artificial construct, but does not target women for abuse or harassment."
img00382.jpg,woman,Explicit-Harm,Sexual-Harassment,"The meme suggests that women would be at a disadvantage in a fight, which perpetuates harmful stereotypes about women's capabilities."
img00383.png,woman,Non-Harmful,NULL,The image does not target women for abuse or harassment.
img00384.jpg,woman,Explicit-Harm,Sexual-Harassment,The character is depicted as holding a baby with a derogatory comment about its appearance.
img00385.jpg,woman,Implicit-Harm,Appearance-Attack,The meme criticizes a woman's appearance and suggests she should look more natural.
img00386.jpg,female warrior,Non-Harmful,NULL,The meme compares the original depiction to an accurate representation without implying any harm.
img00387.jpg,woman applying makeup,Non-Harmful,NULL,The meme uses a study to mock the idea of attractiveness based on makeup usage.
img00388.jpg,woman as step daughter,Non-Harmful,NULL,"The meme uses a scenario involving a step daughter, which is a sensitive topic but is presented without explicit harm."
img00389.jpg,woman musician,Non-Harmful,NULL,"The image is a creative representation of a woman playing a lute, with no explicit or implicit harm towards women."
img00390.jpg,women's swimming,Implicit-Harm,Sexual-Harassment,The meme uses a derogatory statement about women's abilities in sports to make a sexist point.
img00391.jpg,women,Non-Harmful,NULL,The image contains a list of crimes but does not target women specifically.
img00392.jpg,woman's appearance,Non-Harmful,NULL,"The image features a character with exaggerated, cartoonish features, but there is no explicit or implicit harm towards women."
img00393.jpg,bullies,Non-Harmful,NULL,"The image contrasts idealized bullies from media with real-life bullies, highlighting the disparity between fiction and reality."
img00394.jpg,woman being harassed,Explicit-Harm,Sexual-Harassment,"The text explicitly mentions receiving rape threats, sexual harassment, and other forms of verbal abuse."
img00395.jpg,woman in bed,Implicit-Harm,Sexual-Harassment,"The meme implies the man is thinking about other women, which could be seen as a form of sexual harassment."
img00396.jpg,woman's relationship,Implicit-Harm,Sexual-Harassment,"The meme implies that a girlfriend is undesirable unless her boyfriend rides a motorcycle, which is a form of sexual harassment."
img00397.jpg,woman's diary,Non-Harmful,NULL,The meme uses a generic joke about reading someone's diary without context to make a point about boundary issues.
img00398.png,woman,Non-Harmful,NULL,The meme uses a math joke unrelated to women.
img00399.png,woman,Non-Harmful,NULL,"The image depicts a woman being supported by her ex-husband, which is a positive portrayal."
img00400.jpg,woman's appearance,Explicit-Harm,Sexual-Harassment,"The meme uses a derogatory term 'cheese tits' to describe a woman's appearance, which is an explicit form of sexual harassment."
img00401.jpg,woman,Non-Harmful,NULL,The meme does not directly target or harm women.
img00402.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a general statement about tattoos to make a broad criticism, which could be seen as a form of character assassination."
img00403.png,woman,Non-Harmful,NULL,The meme uses a gendered joke without targeting women for abuse or harassment.
img00404.jpg,woman's request for a fork,Non-Harmful,NULL,"The meme uses a humorous scenario involving a woman's request, which is not intended to harm or stereotype women."
img00405.jpg,woman's behavior,Non-Harmful,NULL,The meme uses a humorous scenario to discuss a personal milestone without targeting the woman negatively.
img00406.png,lesbian porn,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00407.png,woman babysitting,Non-Harmful,NULL,"The meme humorously depicts a scenario involving a woman babysitting a dog, which is a common and neutral activity."
img00408.png,woman's appearance,Non-Harmful,NULL,"The meme uses a cookie dip as a humorous request, which is a gender-neutral food item."
img00409.jpg,woman,Implicit-Harm,Sexual-Harassment,"The meme implies a sexualized and objectifying interaction between the characters, suggesting the woman is being treated as a means to an end rather than a person."
img00410.png,woman,Implicit-Harm,Sexual-Harassment,The meme uses a sexualized joke about a woman's perceived sexual activity.
img00411.png,woman,Non-Harmful,NULL,The meme uses a humorous scenario to highlight a common frustration without targeting women.
img00412.png,woman,Non-Harmful,NULL,The meme uses a humorous statement about birth control pills without targeting women for abuse or degradation.
img00413.jpg,female partner,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00414.jpg,Tweety Bird ice cream,Non-Harmful,NULL,"The image shows a creative twist on a popular character, which is not intended to harm or stereotype."
img00415.jpg,woman wearing glasses,Non-Harmful,NULL,"The meme uses a stay-at-home mom as an example to criticize feminism, which is a neutral stance."
img00416.jpg,woman's appearance,Non-Harmful,NULL,The meme uses a seal to humorously comment on a situation without targeting women for abuse or degradation.
img00417.jpg,woman transitioning,Explicit-Harm,Sexual-Harassment,"The meme makes a sexualized and offensive comment about a woman's transition, suggesting she would become lesbian to please someone."
img00418.png,woman's appearance,Non-Harmful,NULL,The image uses a seal to humorously depict a situation without targeting women for abuse or harassment.
img00419.jpg,cute girls,Implicit-Harm,Sexual-Harassment,The meme suggests a sexual harassment scenario where the bear character intends to interact with a girl based on her appearance.
img00420.jpg,woman,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00421.jpg,clothes,Non-Harmful,NULL,"The meme uses a humorous statement about clothes being startled, which is a lighthearted observation and not directed at women."
img00422.jpg,female characters,Non-Harmful,NULL,The meme uses a humorous exchange between two characters without targeting women for abuse or degradation.
img00423.png,woman,Non-Harmful,NULL,The meme does not target the woman for abuse or harassment.
img00424.png,woman,Non-Harmful,NULL,The meme uses a confrontational tone but does not explicitly harm or degrade the woman.
img00425.jpg,highly skilled and well-paid wife,Non-Harmful,NULL,The meme is a positive statement about having a highly skilled and well-paid wife without any negative connotations.
img00426.jpg,mother smoking,Non-Harmful,NULL,The meme uses a humorous scenario to highlight a social issue without targeting women for abuse or harassment.
img00427.jpg,woman's appearance,Non-Harmful,NULL,"The image focuses on a man's actions and contributions to the community, not on any woman's appearance."
img00428.jpg,woman,Non-Harmful,NULL,"The meme uses a bear to humorously express a desire for peace away from family, which is a neutral statement."
img00429.png,woman's appearance,Non-Harmful,NULL,"The meme uses a duck to humorously comment on women's behavior, which is not harmful."
img00430.jpg,woman wearing dreadlocks,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00431.png,woman's appearance,Non-Harmful,NULL,The meme uses a humorous comparison without targeting women for abuse or degradation.
img00432.png,woman's behavior,Non-Harmful,NULL,The meme uses a humorous scenario without targeting women for abuse or degradation.
img00433.jpg,woman,Non-Harmful,NULL,The meme uses a positive framing to promote feminism without targeting women negatively.
img00434.jpg,woman asking man to do dishes,Implicit-Harm,Sexual-Harassment,The meme implies a sexual double standard where men are expected to be committed in relationships but not in household chores.
img00435.jpg,woman's appearance,Non-Harmful,NULL,The image does not directly target women for abuse or harassment.
img00436.jpg,woman with a scar,Non-Harmful,NULL,"The meme uses a hyperbolic statement about a scar to make a humorous point, which is not directed at any specific harm."
img00437.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses a bear to humorously depict a father's reaction to his daughter's request for a lullaby, which is a common and non-harmful scenario."
img00438.jpg,woman's appearance,Non-Harmful,NULL,"The meme uses exaggerated desires to highlight unrealistic expectations, which can be seen as humorous but not harmful."
img00439.jpg,female characters,Non-Harmful,NULL,The meme uses a humorous exchange between two characters without targeting women for abuse or degradation.
img00440.jpg,crazy ex-girlfriends,Implicit-Harm,Sexual-Harassment,The meme uses a derogatory stereotype about women to make a humorous but harmful statement.
img00441.jpg,woman's age,Non-Harmful,NULL,The meme uses a factual statement about age to make a humorous point without targeting women for abuse or harassment.
img00442.png,girlfriend,Non-Harmful,NULL,"The meme uses a humorous scenario involving a girlfriend reacting to criticism, which is a common trope but does not target women for abuse or harassment."
img00443.png,woman's appearance,Non-Harmful,NULL,"The meme uses a humorous reference to 'It's a Trap,' which is a Star Wars quote, but it does not target women for abuse or harassment."
img00444.png,girl on date,Implicit-Harm,Sexual-Harassment,"The meme portrays a sexually inappropriate response to a girl's innocent question about travel preferences, suggesting a lack of respect for her as a person."
img00445.jpg,woman,Non-Harmful,NULL,The image contains a character from 'The Dark Knight Rises' but does not depict any harmful interaction towards women.
img00446.png,women's wage gap,Implicit-Harm,Misogyny,"The image uses a misleading statistic about wages to imply a wage gap, which can be interpreted as a form of gender-based discrimination."
img00447.png,girlfriend,Implicit-Harm,Sexual-Harassment,"The meme suggests a harmful scenario involving a girlfriend's son, which could be interpreted as a form of sexual harassment."
img00448.jpg,ex-girlfriend,Non-Harmful,NULL,The meme does not target women for abuse or harassment.
img00449.png,woman,Non-Harmful,NULL,"The meme uses a common trope about a 'perfect' woman who doesn't cheat or break up, which is often used to stereotype and idealize women."
img00450.png,girlfriend,Non-Harmful,NULL,"The meme humorously discusses a man's mixed feelings about his girlfriend's comfort level with his farting, without targeting women for abuse or degradation."
